ticker,type,rotates,transparent,confidence,agrees_name,source,note,name_type,phi_63,phibar_63
BAMA,allocation_fof,Y,Y,high,Y,https://money.usnews.com/funds/etfs/moderate-allocation/brookstone-active-etf/bama,Brookstone tactical fund-of-ETFs; no brochure; looked up,allocation_fof,0.9522,0.9762
BAMO,allocation_fof,Y,Y,high,Y,https://www.investing.com/etfs/bamo,Brookstone Opportunities tactical fund-of-ETFs; no brochure; looked up,allocation_fof,0.9595,0.9797
BAMY,allocation_fof,Y,Y,medium,Y,https://www.cboe.com/us/equities/listings/listed_products/symbols/BAMY/,Brookstone Yield multi-asset income via funds and securities; looked up,allocation_fof,0.7545,0.8765
BCD,commodity_futures,N,Y,high,Y,adv_data/brochures/111069/text.txt Item 8,abrdn Bloomberg commodity-futures index; K-1 free,commodity_futures,,
BSR,allocation_fof,Y,Y,high,Y,adv_data/brochures/120641/text.txt Item 4/8,Beacon Vantage tactical risk-budget fund-of-funds,allocation_fof,0.7583,0.871
BTR,allocation_fof,Y,Y,high,Y,adv_data/brochures/120641/text.txt Item 4/8,Beacon Vantage tactical risk-budget fund-of-funds,allocation_fof,0.6567,0.8187
BUFG,allocation_fof,N,Y,high,Y,adv_data/brochures/165976/text.txt Item 8,Vest fund-of-buffer-ETFs; defined-outcome allocation,allocation_fof,0.4934,0.6924
BUFT,allocation_fof,N,Y,high,Y,adv_data/brochures/165976/text.txt Item 8,Vest fund-of-buffer-ETFs; defined-outcome allocation,allocation_fof,0.426,0.6624
CCEF,allocation_fof,Y,Y,high,Y,adv_data/brochures/105758/text.txt Item 8,Calamos CEF income and arbitrage; fund of closed-end funds,allocation_fof,0.8362,0.9167
CCNR,equity_longonly,N,Y,high,N,https://www.alpsfunds.com/exchange-traded-funds/ccnr,natural-resource producer equities not futures; looked up,commodity_futures,0.7585,0.8564
CGBL,allocation_fof,N,Y,high,Y,adv_data/brochures/110885/text.txt Item 4/8,Capital Group core balanced equity and fixed income,allocation_fof,0.987,0.9924
CHGX,equity_longonly,N,Y,high,Y,adv_data/brochures/287807/text.txt Item 4/8,Change Finance fossil-free ESG US large cap,equity_longonly,0.8081,0.9005
CLSA,allocation_fof,Y,Y,high,Y,adv_data/brochures/151418/text.txt Item 4/8,Cabana target leading-sector rotation; ETFs and CITs,allocation_fof,0.1713,0.4567
CLSC,allocation_fof,Y,Y,high,Y,adv_data/brochures/151418/text.txt Item 4/8,Cabana target leading-sector rotation; ETFs and CITs,allocation_fof,0.1878,0.4902
CLSM,allocation_fof,Y,Y,high,Y,adv_data/brochures/151418/text.txt Item 4/8,Cabana target leading-sector rotation; ETFs and CITs,allocation_fof,0.3787,0.6009
COMB,commodity_futures,N,Y,high,Y,name,GraniteShares Bloomberg Commodity Broad Strategy; no brochure,commodity_futures,,
CUBS,equity_longonly,N,Y,high,Y,https://www.etf.com/CUBS,Asian frontier/EM growth equity; looked up,equity_longonly,0.9009,0.9464
AMID,equity_longonly,N,Y,high,Y,adv_data/brochures/107930/text.txt Item 8,Argent active domestic equity,equity_longonly,0.9237,0.9614
APIE,equity_longonly,N,Y,high,Y,adv_data/brochures/122836/text.txt Item 8,ActivePassive international equity blend; Lazard sub-adviser; looked up,equity_longonly,0.9702,0.9843
APUE,equity_longonly,N,Y,medium,Y,name,ActivePassive US equity blend; identity inferred; looked up,equity_longonly,0.9848,0.9916
BYRE,equity_longonly,N,Y,high,Y,adv_data/brochures/109002/text.txt Item 8,Principal real-estate active equity; converted to transparent; looked up,equity_longonly,0.9618,0.9805
DEHP,equity_longonly,N,Y,high,Y,adv_data/brochures/106482/text.txt Item 8,Dimensional systematic EM high-profitability equity,equity_longonly,0.9698,0.9849
DGRE,equity_longonly,N,Y,high,Y,adv_data/brochures/139684/text.txt Item 8,WisdomTree EM quality dividend-growth equity,equity_longonly,0.7471,0.8199
DRAI,allocation_fof,Y,Y,high,Y,https://www.etftrends.com/new-draco-evolution-etf-uses-ai-driven-model/,Draco Evolution AI; AI macro fund-of-ETFs; looked up,allocation_fof,0.6098,0.6585
DUKH,allocation_fof,Y,Y,medium,Y,https://www.oceanparkam.com/news-media/press-releases/ocean-park-asset-management-announces-launch-of-first-four-actively-managed-etfs/,Ocean Park trend-following fund-of-ETFs; 4th of family not individually confirmed; looked up,allocation_fof,0.7325,0.8413
DUKQ,allocation_fof,Y,Y,high,Y,https://www.morningstar.com/etfs/arcx/dukq/quote,Ocean Park Domestic; trend-following US equity ETFs; looked up,allocation_fof,0.6465,0.807
DUKX,allocation_fof,Y,Y,high,Y,https://www.morningstar.com/etfs/xnas/dukx/quote,Ocean Park International; trend-following intl equity ETFs; looked up,allocation_fof,0.5259,0.7204
DUKZ,allocation_fof,Y,Y,high,Y,https://www.morningstar.com/etfs/arcx/dukz/quote,Ocean Park Diversified Income; trend-following bond ETFs; looked up,allocation_fof,0.6617,0.8027
DVDN,equity_longonly,N,Y,high,Y,adv_data/brochures/316562/text.txt Item 8,Kingsbarn Dividend Opportunity; direct dividend REIT/mortgage stocks,equity_longonly,0.4495,0.5986
DYFI,allocation_fof,Y,Y,high,Y,https://www.morningstar.com/etfs/xnas/dyfi/quote,IDX Dynamic Fixed Income; fund-of-bond-ETFs dynamic; looked up,allocation_fof,0.5558,0.7294
EBLU,equity_longonly,N,Y,high,Y,adv_data/brochures/123711/text.txt Item 8,Tortoise/Ecofin; long-only water value-chain equities,equity_longonly,0.9659,0.9804
ERUS,equity_longonly,N,Y,high,Y,name,iShares MSCI Russia; index equity; BlackRock brochure generic,equity_longonly,0.8822,0.9363
FCPI,equity_longonly,N,Y,high,Y,name,Fidelity Stocks for Inflation; factor index equity; brochure generic,equity_longonly,0.7966,0.8957
FCTE,equity_longonly,Y,Y,high,N,https://www.sec.gov/Archives/edgar/data/1771146/000199937125005134/fcte-485bpos_043025.htm,SMI 3Fourteen Full-Cycle Trend; long-only S&P500 trend/quality stock picks not fund-of-funds; looked up,allocation_fof,0.3755,0.6296
FDAT,allocation_fof,Y,Y,medium,Y,adv_data/brochures/297082/text.txt Item 4,Family Dynasty Tactical Advantage ETF; tactical multi-asset allocation,allocation_fof,0.5022,0.6619
FDIF,allocation_fof,N,Y,high,Y,https://money.usnews.com/funds/etfs/large-growth/fidelity-disruptors-etf/fdif,Fidelity Disruptors; ETF-of-5-Fidelity-disruptive-ETFs; looked up,allocation_fof,0.9983,0.9991
FDLO,equity_longonly,N,Y,high,Y,name,Fidelity Low Volatility Factor; factor index equity; brochure generic,equity_longonly,0.9272,0.9624
FDMO,equity_longonly,N,Y,high,Y,name,Fidelity Momentum Factor; reconstituted factor index equity; brochure generic,equity_longonly,0.8253,0.9101
FDRR,equity_longonly,N,Y,high,Y,name,Fidelity Dividend for Rising Rates; factor index equity; brochure generic,equity_longonly,0.9625,0.9808
FDVV,equity_longonly,N,Y,high,Y,name,Fidelity High Dividend; factor index equity; brochure generic,equity_longonly,0.9295,0.9639
FFHG,allocation_fof,Y,Y,medium,Y,https://money.usnews.com/funds/etfs/long-short-equity/formulafolios-hedged-growth-etf/ffhg,FormulaFolios Hedged Growth; tactical fund-of-ETFs trend/hedge via inverse ETFs; looked up,allocation_fof,0.852,0.9147
FFND,equity_longonly,N,Y,high,Y,adv_data/brochures/313973/text.txt Item 8,Future Fund Active ETF; long-only thematic equity; sibling long/short ETF is separate,equity_longonly,0.8867,0.9405
FIDI,equity_longonly,N,Y,high,Y,name,Fidelity International High Dividend; factor index equity; brochure generic,equity_longonly,0.8338,0.9026
FIVA,equity_longonly,N,Y,high,Y,name,Fidelity International Value Factor; factor index equity; brochure generic,equity_longonly,0.796,0.8904
FLDZ,equity_longonly,N,Y,high,Y,https://www.rivernorth.com/investments/fldz/,RiverNorth Patriot; long-only domestic equity; looked up,equity_longonly,0.8691,0.9271
FM,equity_longonly,N,Y,high,Y,name,iShares MSCI Frontier and Select EM; index equity; brochure generic,equity_longonly,0.928,0.9584
FPAG,equity_longonly,N,Y,high,Y,adv_data/brochures/141823/text.txt Item 4,FPA Global Equity ETF; contrarian value long-only equity,equity_longonly,0.9495,0.972
FQAL,equity_longonly,N,Y,high,Y,name,Fidelity Quality Factor; factor index equity; brochure generic,equity_longonly,0.9547,0.9767
FUNL,equity_longonly,N,Y,high,Y,adv_data/brochures/107852/text.txt Item 4,CornerCap Fundametrics Large Cap; quant multifactor long-only equity,equity_longonly,0.8814,0.9367
FVAL,equity_longonly,N,Y,high,Y,name,Fidelity Value Factor; factor index equity; brochure generic,equity_longonly,0.9453,0.9719
GFGF,equity_longonly,N,Y,high,Y,adv_data/brochures/316414/text.txt Item 4,GuruFocus Guru Favorite Stocks; value equity from 13F guru holdings,equity_longonly,0.8837,0.9387
GGM,allocation_fof,Y,Y,high,Y,adv_data/brochures/111509/text.txt Item 4,GGM Macro Alignment; macro fund-of-sector/style-ETFs quarterly; looked up,allocation_fof,0.2606,0.5626
GHTA,allocation_fof,Y,Y,high,Y,adv_data/brochures/312912/text.txt Item 8,Goose Hollow Tactical Allocation; macro tactical multi-asset,allocation_fof,0.4979,0.713
GLIF,equity_longonly,N,Y,high,Y,https://money.usnews.com/funds/etfs/infrastructure/agf-global-infrastructure-etf/glif,AGF Global Infrastructure; long-only infrastructure equity multi-factor; looked up,equity_longonly,0.9029,0.9428
GLRY,equity_longonly,N,Y,medium,Y,adv_data/brochures/305092/text.txt Item 8,Inspire Faithward Mid Cap Momentum ESG; biblically-responsible momentum equity,equity_longonly,0.8262,0.9057
GSID,equity_longonly,N,Y,high,Y,name,Goldman Sachs MarketBeta International Equity; beta index equity; brochure generic,equity_longonly,0.8545,0.8904
GSUS,equity_longonly,N,Y,high,Y,name,Goldman Sachs MarketBeta US Equity; beta index equity; brochure generic,equity_longonly,0.9937,0.9966
HAPY,equity_longonly,N,Y,high,Y,https://www.etftrends.com/harbor-launches-corporate-culture-leaders-etf-hapy/,Harbor Corporate Culture Leaders; human capital factor equity index; looked up,equity_longonly,0.8604,0.9285
HAUS,equity_longonly,N,Y,high,Y,https://money.usnews.com/funds/etfs/real-estate/residential-reit-etf/haus,Armada Residential REIT; long-only residential REIT stocks; looked up,equity_longonly,0.9529,0.9744
HDIV,equity_longonly,N,Y,medium,Y,https://www.dividend.com/etfs/hdiv-qraft-ai-enhanced-us-high-dividend-etf/,QRAFT AI-Enhanced US High Dividend; long-only US dividend equity; looked up,equity_longonly,0.5653,0.7804
IECS,equity_longonly,N,Y,high,Y,name,iShares Evolved US Consumer Staples; active sector equity; brochure generic,equity_longonly,0.9889,0.9929
IEDI,equity_longonly,N,Y,high,Y,name,iShares Evolved US Discretionary Spending; active sector equity; brochure generic,equity_longonly,0.9872,0.9936
IEFN,equity_longonly,N,Y,high,Y,name,iShares Evolved US Financials; active sector equity; brochure generic,equity_longonly,0.9788,0.9872
IEHS,equity_longonly,N,Y,medium,Y,generic,generic BlackRock master brochure; long-only US healthcare-staples sector equity; fell back to name,equity_longonly,0.987,0.9921
IEIH,equity_longonly,N,Y,medium,Y,generic,generic BlackRock master brochure; long-only US innovative-healthcare sector equity; fell back to name,equity_longonly,0.9812,0.9879
IGTR,allocation_fof,Y,Y,high,Y,adv_data/brochures/141726/text.txt Item 4,GI sub-adviser names Innovator Gradient Tactical Rotation ETF; tactical rotation across bond and equity ETFs,allocation_fof,0.2638,0.5521
INTL,allocation_fof,Y,Y,high,Y,https://stockanalysis.com/etf/intl/,looked up; Main International ETF; fund-of-ETFs non-US equity dynamic allocation,allocation_fof,0.8714,0.9357
IPO,equity_longonly,N,Y,high,Y,adv_data/brochures/109945/text.txt Item 8,Renaissance Capital; long-only IPO index equity book,equity_longonly,0.8053,0.8976
IQM,equity_longonly,N,Y,medium,Y,generic,generic Franklin brochure; Intelligent Machines thematic AI/robotics long-only equity; fell back to name,equity_longonly,0.9602,0.9799
IRTR,allocation_fof,Y,Y,medium,Y,generic,generic BlackRock brochure; iShares LifePath Retirement target-date fund-of-funds; name,allocation_fof,0.9981,0.9989
ITDB,allocation_fof,Y,Y,medium,Y,generic,generic BlackRock brochure; iShares LifePath Target Date fund-of-funds; name,allocation_fof,0.9959,0.9979
ITDC,allocation_fof,Y,Y,medium,Y,generic,generic BlackRock brochure; iShares LifePath Target Date fund-of-funds; name,allocation_fof,0.9985,0.9992
ITDD,allocation_fof,Y,Y,medium,Y,generic,generic BlackRock brochure; iShares LifePath Target Date fund-of-funds; name,allocation_fof,0.9991,0.9995
ITDE,allocation_fof,Y,Y,medium,Y,generic,generic BlackRock brochure; iShares LifePath Target Date fund-of-funds; name,allocation_fof,0.9993,0.9996
ITDF,allocation_fof,Y,Y,medium,Y,generic,generic BlackRock brochure; iShares LifePath Target Date fund-of-funds; name,allocation_fof,0.9993,0.9996
ITDG,allocation_fof,Y,Y,medium,Y,generic,generic BlackRock brochure; iShares LifePath Target Date fund-of-funds; name,allocation_fof,0.9994,0.9997
ITDH,allocation_fof,Y,Y,medium,Y,generic,generic BlackRock brochure; iShares LifePath Target Date fund-of-funds; name,allocation_fof,0.9995,0.9997
ITDI,allocation_fof,Y,Y,medium,Y,generic,generic BlackRock brochure; iShares LifePath Target Date fund-of-funds; name,allocation_fof,0.9995,0.9997
IVOL,fixed_income,N,Y,medium,N,adv_data/brochures/157103/text.txt Item 8,Krane uncorrelated suite sub-advised by Quadratic; TIPS core plus interest-rate-vol options overlay; borderline vs other,commodity_futures,1.0,1.0
JFWD,equity_longonly,N,Y,high,Y,https://www.etf.com/JFWD,looked up; Jacob Forward ETF; innovative/disruptive-tech growth stocks held directly,equity_longonly,0.9109,0.9527
JIG,equity_longonly,N,Y,high,Y,https://am.jpmorgan.com/content/dam/jpm-am-aem/americas/us/en/literature/fact-sheet/etfs/FS-JIG.PDF,looked up; JPMorgan International Growth; foreign large/mid-cap growth stocks; JPMIM brochure is generic,equity_longonly,0.9299,0.9582
JOET,equity_longonly,N,Y,medium,Y,generic,106982 brochure does not name JOET; Virtus Terranova US Quality Momentum factor index long-only equity; name,equity_longonly,0.7257,0.8592
JSMD,equity_longonly,N,Y,medium,Y,generic,generic Janus Henderson brochure; Small/Mid Cap Growth Alpha factor index long-only equity; name,equity_longonly,0.7141,0.8515
KEAT,equity_longonly,N,Y,medium,N,https://www.etf.com/KEAT,looked up; Keating Active ETF; concentrated value stock book plus TIPS cash sleeve; correction; borderline vs allocation,allocation_fof,0.9873,0.993
KGRO,allocation_fof,Y,Y,high,Y,https://www.etf.com/KGRO,looked up; KraneShares China Innovation; fund-of-China-ETFs; Krane brochure did not name it,allocation_fof,0.9962,0.9974
KLDW,equity_longonly,N,Y,high,Y,adv_data/brochures/144482/text.txt Item 4,Knowledge Leaders Capital; developed-world innovative-companies long-only equity,equity_longonly,0.8854,0.9386
KNGS,equity_longonly,N,Y,medium,Y,name,ticker reuse; 301340 brochure is liquidated UpHoldings Compound Kings; current KNGS = Roundhill S&P Dividend Monarchs dividend-growth equity; borderline,equity_longonly,0.8402,0.9169
LCF,equity_longonly,N,Y,medium,Y,adv_data/brochures/107126/text.txt Item 8,Sterling Capital; large-cap focused long-only equity,equity_longonly,0.9913,0.9957
LCG,equity_longonly,N,Y,medium,Y,adv_data/brochures/135405/text.txt Item 8,Logan Capital; large-cap growth long-only equity,equity_longonly,0.9741,0.9868
LCLG,equity_longonly,N,Y,medium,Y,adv_data/brochures/108893/text.txt Item 8,Logan Capital brochure; large-cap growth long-only equity,equity_longonly,0.9808,0.9899
LVOL,equity_longonly,N,Y,high,Y,https://www.etf.com/LVOL,looked up; American Century Low Volatility; long-only low-vol US stocks; ACIM brochure did not name it,equity_longonly,0.8941,0.9451
MAAX,allocation_fof,Y,Y,high,Y,adv_data/brochures/105080/text.txt Item 8,VanEck; tactical allocation across municipal bond ETFs; fund-of-ETFs by structure,allocation_fof,0.9078,0.9358
MAPP,allocation_fof,Y,Y,high,Y,https://www.harborcapital.com/etf/mapp/,looked up; Harbor Multi-Asset Explorer; regime-based active fund-of-funds,allocation_fof,0.84,0.9078
MDCP,equity_longonly,N,Y,high,Y,https://www.etf.com/MDCP,looked up; VictoryShares THB Mid Cap; ~30 mid-cap stocks buy-and-hold; Victory brochure generic,equity_longonly,0.9265,0.9625
MFUL,allocation_fof,Y,Y,medium,Y,adv_data/brochures/313126/text.txt Item 4,Mohr Capital; Mindful Conservative ETF; tactical multi-asset via ETFs,allocation_fof,0.5985,0.7332
MINV,equity_longonly,N,Y,high,Y,adv_data/brochures/106054/text.txt Item 4,Matthews Asia Innovators; long-only Asia/EM growth equity,equity_longonly,0.813,0.9016
MMLG,equity_longonly,N,Y,high,Y,adv_data/brochures/137610/text.txt Item 4,First Trust Multi Manager Large Growth; multi-manager large-cap growth stock sleeves held directly,equity_longonly,0.9279,0.9486
MODL,equity_longonly,Y,Y,high,N,https://www.vcm.com/products/victoryshares-etfs/victoryshares-etfs-list/victoryshares-westend-us-sector-etf,looked up; VictoryShares WestEnd US Sector; active sector rotation via individual stocks; correction; borderline,allocation_fof,0.9136,0.9543
MOOD,allocation_fof,Y,Y,high,Y,adv_data/brochures/318050/text.txt Item 4,Relative Sentiment Technologies; MOOD dynamically allocates equities/bonds/gold via ETFs,allocation_fof,0.7017,0.7954
MSMR,allocation_fof,Y,Y,high,Y,adv_data/brochures/115120/text.txt Item 4,McElhenny Sheffield Managed Risk ETF; holds other ETFs; trend-following and momentum,allocation_fof,0.2494,0.5274
NETZ,equity_longonly,N,Y,medium,Y,adv_data/brochures/106546/text.txt Item 5,TCW Transform Systems ETF named in fee table; active thematic energy-transition equity; strategy from name,equity_longonly,0.8388,0.9143
OPPX,allocation_fof,Y,Y,medium,Y,adv_data/brochures/305063/text.txt Item 4,Corbett Road SmartTactical; tactical allocation across exchange-traded asset classes via ETFs,allocation_fof,0.8434,0.9167
PDBA,commodity_futures,N,Y,high,Y,adv_data/brochures/125601/text.txt Item 4,Invesco; agriculture commodity futures via CFTC subsidiary; No K-1,commodity_futures,,
PLRG,equity_longonly,Y,Y,medium,Y,https://www.bloomberg.com/quote/PLRG:US,Principal US Large-Cap Adaptive Multi-Factor; adaptive factor tilts; looked up,equity_longonly,0.9836,0.9896
PLTL,equity_longonly,Y,Y,medium,Y,https://www.principalam.com/fund/PLTL,Principal US Small-Cap Adaptive Multi-Factor; adaptive factor tilts; looked up,equity_longonly,0.8201,0.8979
PSC,equity_longonly,N,Y,high,Y,generic,Principal AM diversified brochure generic; US small-cap multi-factor by name,equity_longonly,0.7896,0.8908
PSET,equity_longonly,N,Y,high,Y,generic,Principal AM generic brochure; price setters index equity by name,equity_longonly,0.8715,0.9332
PSMB,allocation_fof,N,Y,medium,Y,https://www.businesswire.com/news/home/20201223005281/en/Pacer-ETFs-Launches-Structured-Outcome-Strategy-ETFs-in-Partnership-With-Swan-Global-Management,Pacer Swan SOS Moderate target-risk fund-of-buffer-ETFs; Invesco brochures did not describe; looked up,allocation_fof,0.8918,0.9384
PSMC,allocation_fof,N,Y,medium,Y,https://www.businesswire.com/news/home/20201223005281/en/Pacer-ETFs-Launches-Structured-Outcome-Strategy-ETFs-in-Partnership-With-Swan-Global-Management,Pacer Swan SOS Conservative target-risk fund-of-buffer-ETFs; FoF by structure; looked up,allocation_fof,0.8963,0.9332
PSMG,allocation_fof,N,Y,medium,Y,https://www.businesswire.com/news/home/20201223005281/en/Pacer-ETFs-Launches-Structured-Outcome-Strategy-ETFs-in-Partnership-With-Swan-Global-Management,Pacer Swan SOS Growth target-risk fund-of-buffer-ETFs; FoF by structure; looked up,allocation_fof,0.8944,0.9413
PSMM,allocation_fof,N,Y,medium,Y,https://www.businesswire.com/news/home/20201223005281/en/Pacer-ETFs-Launches-Structured-Outcome-Strategy-ETFs-in-Partnership-With-Swan-Global-Management,Pacer Swan SOS Moderate Growth target-risk fund-of-buffer-ETFs; FoF by structure; looked up,allocation_fof,0.8937,0.9359
PSTR,allocation_fof,Y,Y,medium,Y,https://stockanalysis.com/etf/pstr/,PeakShares Sector Rotation; holds sector ETFs (XLF VGT XLK); tactical rotation; no brochure; looked up,allocation_fof,0.9593,0.9778
PY,equity_longonly,N,Y,high,Y,generic,Principal AM generic brochure; value equity by name,equity_longonly,0.8361,0.9164
QPX,allocation_fof,Y,Y,high,Y,adv_data/brochures/300530/text.txt Item 4,thinkbetter Q Dynamic Growth; actively managed fund of funds; dynamic risk-based allocation,allocation_fof,0.8663,0.9046
QTUM,equity_longonly,N,Y,high,Y,generic,Penserra index sub-adviser generic brochure; quantum computing and ML index equity by name,equity_longonly,0.9296,0.9602
RAYC,equity_longonly,N,Y,medium,Y,https://funds.rayliant.com/,Rayliant Quantamental China Equity; long-only quant equity; looked up,equity_longonly,0.7246,0.8516
RAYD,equity_longonly,N,Y,medium,Y,https://finance.yahoo.com/quote/RAYD/,Rayliant NxtGen US Large Cap multifactor equity; looked up,equity_longonly,0.72,0.8507
RAYE,equity_longonly,N,Y,medium,Y,https://www.bloomberg.com/quote/RAYE:US,Rayliant NxtGen Multifactor Emerging Markets Equity; looked up,equity_longonly,0.7127,0.843
RESD,equity_longonly,N,Y,medium,Y,adv_data/brochures/139684/text.txt Item 8,WisdomTree ESG-screened equity index; Mellon index sub-adviser,equity_longonly,0.9625,0.9728
RESP,equity_longonly,N,Y,medium,Y,adv_data/brochures/139684/text.txt Item 8,WisdomTree ESG-screened equity index fund,equity_longonly,0.9565,0.9774
RHRX,allocation_fof,Y,Y,medium,Y,adv_data/brochures/281201/text.txt Item 8,Adaptive Investments fund-of-funds; tactical multi-asset; invests in ETFs,allocation_fof,0.7618,0.8636
RHTX,allocation_fof,Y,Y,medium,Y,adv_data/brochures/281201/text.txt Item 8,Adaptive Investments fund-of-funds; tactical; invests in ETFs,allocation_fof,0.9148,0.9558
RMIF,allocation_fof,Y,Y,medium,Y,adv_data/brochures/109420/text.txt Item 4,LHA Risk-Managed Income; Little Harbor tactical ETF-of-ETFs; Grimes sub-adviser,allocation_fof,0.7901,0.8826
RSEE,allocation_fof,Y,Y,low,N,adv_data/brochures/284474/text.txt Item 8,Rareview Systematic Equity; systematic fund-of-equity-ETFs with futures/options; commodity pool; borderline vs equity_longshort,equity_longonly,0.7928,0.8597
RSSB,allocation_fof,N,Y,medium,Y,adv_data/brochures/159064/text.txt Item 4,Return Stacked Global Stocks and Bonds; equity ETFs plus Treasury futures overlay; multi-asset,allocation_fof,0.9307,0.9655
RSXJ,equity_longonly,N,Y,high,Y,generic,VanEck brochure generic index manager; Russia small-cap index equity by name,equity_longonly,0.8524,0.8864
RUFF,allocation_fof,Y,Y,medium,N,adv_data/brochures/152001/text.txt Item 4,Alpha Dog ETF; actively managed ETF-of-ETFs; hedges with inverse ETFs; Tidal trust adviser; correction,equity_longonly,0.5533,0.7386
SAMT,equity_longonly,Y,Y,medium,Y,adv_data/brochures/172000/text.txt Item 8,Strategas Macro Thematic; primarily US equities and ETFs; macro thematic tilts; Vident execution,equity_longonly,0.7046,0.841
SEIM,equity_longonly,N,Y,high,Y,adv_data/brochures/105146/text.txt Item 8,SEI Enhanced US Large Cap Momentum Factor; long-only factor equity,equity_longonly,0.8909,0.9462
SEIQ,equity_longonly,N,Y,high,Y,adv_data/brochures/105146/text.txt Item 8,SEI Enhanced US Large Cap Quality Factor; long-only factor equity,equity_longonly,0.9596,0.9795
SEIV,equity_longonly,N,Y,high,Y,adv_data/brochures/105146/text.txt Item 8,SEI Enhanced US Large Cap Value Factor; long-only factor equity,equity_longonly,0.9281,0.9632
SELV,equity_longonly,N,Y,high,Y,adv_data/brochures/105146/text.txt Item 8,SEI Enhanced Low Volatility Factor; long-only factor equity,equity_longonly,0.9702,0.9848
SNAV,allocation_fof,Y,Y,high,Y,adv_data/brochures/313126/text.txt Item 4,Mohr Sector Nav; tactical sector-ETF rotation; primarily holds ETFs,allocation_fof,0.6127,0.7683
SPRX,equity_longonly,N,Y,medium,Y,adv_data/brochures/314594/text.txt Item 4,Spear Alpha; actively managed concentrated thematic growth equity; options language is boilerplate,equity_longonly,0.8164,0.8942
SQLV,equity_longonly,N,Y,high,Y,generic,Franklin/ClearBridge and Western Asset brochures generic; Royce quant small-cap quality value by name,equity_longonly,0.7984,0.8932
SSXU,allocation_fof,Y,Y,high,Y,adv_data/brochures/139671/text.txt Item 4,Day Hagan/NDR Smart Sector International; tactical sector-ETF rotation,allocation_fof,0.7072,0.8129
SXQG,equity_longonly,N,Y,high,Y,https://www.mutualfunds.com/etfs/sxqg-exchange-traded-concepts-trust-etc-6-meridian-quality-growth-etf/,ETC 6 Meridian Quality Growth; quant quality-growth long-only equity; MAS brochure generic; looked up,equity_longonly,0.852,0.9251
TACK,allocation_fof,Y,Y,high,Y,adv_data/brochures/297384/text.txt Item 4,Fairlead Tactical Sector; technical tactical sector-ETF rotation; Cary Street trust adviser,allocation_fof,0.817,0.9
TBFC,allocation_fof,Y,Y,high,Y,adv_data/brochures/123452/text.txt Item 4,Brinsmere Fund Conservative; rules-based tactical asset allocation ETF-of-ETFs; Milwaukee Company,allocation_fof,0.7541,0.8587
TBFG,allocation_fof,Y,Y,high,Y,adv_data/brochures/123452/text.txt Item 4,Brinsmere Fund Growth; rules-based tactical asset allocation ETF-of-ETFs; Milwaukee Company,allocation_fof,0.6986,0.8254
TPHD,equity_longonly,N,Y,medium,Y,generic,Timothy Plan High Dividend Stock; volatility-weighted BRI equity index; Victory generic brochure,equity_longonly,0.9037,0.951
TPHE,equity_longonly,Y,Y,high,Y,https://timothyplan.com/our-etfs/summary-etf-tphe-holdings.php,Timothy Plan High Dividend Enhanced; long/cash volatility-weighted index; de-risks to T-bills not options; looked up,equity_longonly,0.9127,0.9557
TPLC,equity_longonly,N,Y,medium,Y,generic,Timothy Plan US Large/Mid Cap Core; volatility-weighted BRI equity index; Victory generic brochure,equity_longonly,0.9393,0.9681
TPLE,equity_longonly,N,Y,medium,Y,generic,Victory subadviser; screened enhanced-index equity; brochure generic,equity_longonly,0.9439,0.9701
TPSC,equity_longonly,N,Y,medium,Y,generic,Victory subadviser; screened small-cap equity; brochure generic,equity_longonly,0.8762,0.9366
TPYP,equity_longonly,N,Y,high,Y,adv_data/brochures/123711/text.txt item8,Tortoise; long-only pipeline equity,equity_longonly,0.9852,0.9917
TUG,allocation_fof,Y,Y,medium,N,adv_data/brochures/173690/text.txt item4,STF; tactical trend equity/bond rotation; corrected from longonly,equity_longonly,0.987,0.9933
UDI,equity_longonly,N,Y,high,Y,https://www.uscfinvestments.com/udi,Miller/Howard subadviser; dividend equity; looked up,equity_longonly,0.9392,0.9695
UMMA,equity_longonly,N,Y,high,Y,adv_data/brochures/242793/text.txt item8,Wahed; Islamic world equity,equity_longonly,0.9583,0.9755
USMC,equity_longonly,N,Y,high,Y,adv_data/brochures/109002/text.txt item8,Principal; mega-cap equity,equity_longonly,0.9466,0.9725
VDNI,equity_longonly,N,Y,high,Y,https://www.etf.com/VDNI,V-Shares; diversity-index equity; looked up,equity_longonly,0.9702,0.9787
VMOT,allocation_fof,Y,Y,high,Y,adv_data/brochures/153905/text.txt item8,Alpha Architect; value/momentum/trend fund-of-ETFs,allocation_fof,0.9111,0.9469
VSLU,equity_longonly,N,Y,high,Y,https://appliedfinancefunds.com/ETF/ETFData/VSLU,Applied Finance; valuation large-cap equity; looked up,equity_longonly,0.9695,0.9845
VWID,equity_longonly,N,Y,high,Y,https://www.etf.com/VWID,Virtus/WMC; international dividend equity; looked up,equity_longonly,0.8921,0.9252
WBIY,equity_longonly,N,Y,high,Y,adv_data/brochures/106336/text.txt item8,WBI; tracks power-factor high-dividend index,equity_longonly,0.6713,0.8239
WLTG,allocation_fof,Y,Y,medium,N,https://money.usnews.com/funds/etfs/large-blend/wealthtrust-dbs-long-term-growth-etf/wltg,WealthTrust; tactical AI asset-class allocation; corrected from longonly; looked up,equity_longonly,0.7946,0.8832
